subscription_id,service_name,cost_amount,currency,period_start,period_end,timestamp
b918d096-c18b-4010-b5e2-28e636944fe8,0.478462500000001,20260627.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937966
b918d096-c18b-4010-b5e2-28e636944fe8,3.24317831250001,20260626.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937962
b918d096-c18b-4010-b5e2-28e636944fe8,17.9091718491826,20260626.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937959
b918d096-c18b-4010-b5e2-28e636944fe8,2.53114509285001,20260626.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937955
b918d096-c18b-4010-b5e2-28e636944fe8,0.000438451891578735,20260626.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937951
b918d096-c18b-4010-b5e2-28e636944fe8,0.000329182200000001,20260611.0,USD,2026-05-28 05:36:38.369027,2026-06-27 05:36:38.369027,2026-06-27 05:36:44.937944
b918d096-c18b-4010-b5e2-28e636944fe8,0.000329182200000001,20260611.0,USD,2026-05-27 17:06:54.497000,2026-06-26 17:06:54.497000,2026-06-26 17:06:59.825027
b918d096-c18b-4010-b5e2-28e636944fe8,0.000329182200000001,20260611.0,USD,2026-05-27 17:04:50.155030,2026-06-26 17:04:50.155030,2026-06-26 17:04:56.376694
